Taman Lembah Gurame, -6.3947603,106.8061331
Taman Merdeka, -6.396849,106.8341859
Setu Pengasinan Indah, -6.4212662,106.748505
Situ Rawa Besar, -6.3935959,106.8134192
Rumah Sakit Universitas Indonesia, -6.3729538,106.8263726
RSUD Kota Depok, -6.4022493,106.7563954
Stadion Mahakam Pintu Utama, -6.3859652,106.8442079
GOR Kota Depok, -6.4227307,106.8272989
